Product_name,Alcohol_amount,Alcohol_percent,Category,product_id
Remy Martin Louis XIII Cognac,75.0,40.0,Cognac,1296
Otard's 1875 Liqueur Cognac,75.0,40.0,Cognac,1522
Hine 1986 Early Landed Vintage Cognac,70.0,40.0,Cognac,1928
Hine 1984 Early Landed Vintage Cognac,70.0,40.0,Cognac,1344
Hine 1981 Early Landed Vintage Cognac,70.0,40.0,Cognac,663
Hine 1978 Early Landed Vintage Cognac,70.0,40.0,Cognac,996
Hine 1990 Jarnac-aged Vintage Cognac,70.0,40.0,Cognac,438
Hine 1989 Jarnac-aged Vintage Cognac,70.0,40.0,Cognac,2527
Hine 1987 Jarnac-aged Vintage Cognac,70.0,40.0,Cognac,1107
Hine 1986 Jarnac-aged Vintage Cognac,70.0,40.0,Cognac,779
Hine 1983 Vintage Cognac,70.0,40.0,Cognac,1670
G T Jones 1865 Cognac,75.0,40.0,Cognac,1645
Meukow Rarissime Tres Vieux,70.0,41.3,Cognac,1160
Martell Cordon Bleu Cognac,68.0,40.0,Cognac,60
Last Drop 1947 Single Estate Cognac,75.0,41.1,Cognac,1753
Martell Cordon Bleu Cognac,70.0,40.0,Cognac,1431
Fanny Fougerat Iris Poivré XO Cognac,70.0,40.0,Cognac,1362
Martell VOP 3 Stars Cognac,73.0,40.0,Cognac,899
Croizet VSOP Cognac,75.0,42.0,Cognac,476
Martell Extra Cognac,70.0,43.0,Cognac,64
Martell Cordon Argent Extra Cognac,70.0,43.0,Cognac,1626
Delamain 1969,70.0,40.0,Cognac,475
Martell Cordon Bleu Cognac,70.0,40.0,Cognac,942
Hine 1844 Cognac,75.0,40.0,Cognac,1396
Martell Cordon Bleu Cognac,75.0,40.0,Cognac,295
Martell Cordon Bleu Cognac,73.0,40.0,Cognac,1586
Martell Cordon Bleu Cognac,75.0,40.0,Cognac,1365
Eschenauer 1848 Cognac,70.0,40.0,Cognac,431
Martell Cordon Bleu Cognac,70.0,40.0,Cognac,1200
Martell Extra Cognac,75.0,40.0,Cognac,1130
Martell VOP 3 Stars Cognac,70.0,40.0,Cognac,141
Averys 1893 Cognac,75.0,40.0,Cognac,1181
Sazerac de Forge 1870 Cognac,70.0,40.0,Cognac,1112
Michel Forgeron Barrique 79 Grande Champagne Cognac,50.0,54.0,Cognac,19
Michel Forgeron Barrique 90 Grande Champagne Cognac,50.0,47.0,Cognac,179
Michel Forgeron Barrique 93 Grande Champagne Cognac,50.0,47.0,Cognac,1282
Paul Giraud VSOP Cognac,70.0,40.0,Cognac,765
Prunier Grande Champagne 1975 Cognac,70.0,53.5,Cognac,621
Augier Freres 1878 Cognac,70.0,40.0,Cognac,2600
Martell Cordon Argent Extra Cognac,70.0,42.0,Cognac,1429
Croizet Age Inconnu Cognac,75.0,40.0,Cognac,960
A de Fussigny 1988 Cognac,70.0,43.0,Cognac,997
Michel Couprie XO Tres Vielle Reserve Cognac,70.0,40.0,Cognac,909
Michel Couprie Napoleon Cognac,70.0,40.0,Cognac,1882
Maison Couprie VSOP Cognac,70.0,40.0,Cognac,2125
Leyrat XO Elite Cognac,70.0,40.0,Cognac,2005
Martell Cordon Bleu Cognac,68.0,40.0,Cognac,2515
Martell Cordon Bleu Cognac,68.0,40.0,Cognac,116
Gautier Freres 1865 Cognac,75.0,40.0,Cognac,2218
Camus Extra Dark & Intense Cognac,70.0,40.0,Cognac,1846
Denis-Mounié 1973 Cognac,70.0,40.0,Cognac,1964
Remy Martin VSOP Cognac,70.0,40.0,Cognac,823
Remy Martin VSOP Cognac,100.0,40.0,Cognac,2172
Martell 1929 Cognac,70.0,40.0,Cognac,1163
Cockburn 1885 Cognac,70.0,40.0,Cognac,2362
Camus Ile De Re Cliffside Cellar,70.0,40.0,Cognac,211
Camus Ile De Re Double Matured,70.0,40.0,Cognac,279
AE Dor No.3 Cognac,70.0,36.0,Cognac,2035
Hine Vieille Fine Champagne Cognac,70.0,40.0,Cognac,291
Godet Petite Champagne 1970,70.0,40.0,Cognac,160
Jean Fillioux Coq Cognac,70.0,40.0,Cognac,935
J J Mortier 1875 Cognac,70.0,40.0,Cognac,1521
Louis Royer VSOP Cognac Glass Pack,70.0,40.0,Cognac,1534
Tesseron XO Passion,70.0,40.0,Cognac,425
Drouet et Fils Paradis de Famille,70.0,42.0,Cognac,2057
Prunier 1991,70.0,51.5,Cognac,82
Prunier 1989,70.0,46.9,Cognac,2646
Prunier 1980,70.0,54.8,Cognac,768
Prunier 1977 Vintage,70.0,59.7,Cognac,2075
Remy Martin VSOP Cognac,68.0,40.0,Cognac,71
Michel Forgeron Barrique 60 Grande Champagne Cognac,50.0,50.0,Cognac,2636
Michel Forgeron Barrique 84 Grande Champagne Cognac,50.0,53.0,Cognac,1492
Michel Forgeron Barrique 87 Grande Champagne Cognac,50.0,56.0,Cognac,2549
Michel Forgeron Barrique 88 Grande Champagne Cognac,50.0,56.0,Cognac,2458
Michel Forgeron Barrique 91 Grande Champagne Cognac,50.0,47.0,Cognac,2108
Michel Forgeron VSOP Grande Champagne Cognac,70.0,43.0,Cognac,1516
Remy Martin Louis XIII Cognac,70.0,40.0,Cognac,2419
Barnett & Fils 1893 Cognac,70.0,40.0,Cognac,440
Martell VS Cognac,68.0,40.0,Cognac,1725
Pinet Castillon 1857 Cognac,70.0,40.0,Cognac,306
Remy Martin VSOP Cognac,70.0,40.0,Cognac,1800
Remy Martin Louis XIII Cognac,70.0,40.0,Cognac,356
Hennessy Paradis,70.0,40.0,Cognac,415
A De Fussigny Superieur,70.0,40.0,Cognac,2069
Louis Baron 1830 Cognac,70.0,40.0,Cognac,2253
Croizet 1914 Cognac,70.0,40.0,Cognac,2259
Martell VOP 3 Stars Cognac,70.0,40.0,Cognac,1171
Savoy Hotel Cognac,70.0,40.0,Cognac,846
Jean Fillioux Reserve Familiale Cognac,70.0,40.0,Cognac,539
Remy Martin Louis XIII Cognac,75.7,40.0,Cognac,574
Bisquit Dubouche 1811 Cognac,73.0,41.0,Cognac,2396
Domaine Le Reviseur XO Petite Champagne Cognac,70.0,40.0,Cognac,2577
Ragnaud Sabourin,50.0,41.0,Cognac,1555
Jean Fillioux Cigar Club Cognac,70.0,40.0,Cognac,2292
Fouquet Couzin Extra Vieille Cognac,70.0,42.0,Cognac,118
Michel Forgeron Vieille Reserve Cognac,70.0,45.0,Cognac,589
Michel Forgeron Hors d'Age Cognac,50.0,50.0,Cognac,1063
Remy Martin Louis XIII Cognac,70.0,40.0,Cognac,1619
Bisquit Dubouche 1840 Cognac,70.0,40.0,Cognac,524
Bisquit Dubouche 1840 Cognac,70.0,40.0,Cognac,2638
Bisquit Dubouche 1840 Cognac,70.0,40.0,Cognac,1219
Martell 3 Stars Cognac,68.0,40.0,Cognac,1407
Martell VOP 3 Stars Cognac,73.0,40.0,Cognac,1298
Remy Martin Louis XIII Cognac,70.0,40.0,Cognac,2149
Barnett & Fils 1893 Cognac,70.0,40.0,Cognac,1018
Remy Martin Louis XIII Cognac,70.0,40.0,Cognac,2244
Remy Martin Louis XIII Cognac,70.0,40.0,Cognac,1858
Dupuy Luxus Tentation Cognac,70.0,40.0,Cognac,2096
Plume Frapin,70.0,40.0,Cognac,708
Leopold Gourmel Age des Fleurs 15 Carats Cognac,70.0,42.0,Cognac,35
Leopold Gourmel Age du Fruit 10 Carats Cognac,70.0,41.0,Cognac,156
Croizet 1928 Cognac,70.0,40.0,Cognac,2357
Croizet 1928 Cognac,68.0,40.0,Cognac,359
Croizet 1928 Cognac,68.0,40.0,Cognac,2263
Delamain Pale & Dry Cognac,70.0,40.0,Cognac,1231
Delamain Pale & Dry Cognac,70.0,40.0,Cognac,2528
Hine 1922 Cognac,70.0,37.7,Cognac,223
Croizet 1914 Cognac,68.0,40.0,Cognac,892
G & J Greenall 1893,70.0,40.0,Cognac,1281
Remy Martin Centaure Cognac,70.0,40.0,Cognac,1210
Lucien Foucauld 1847 Cognac,70.0,40.0,Cognac,1340
Mercier Roger 1875 Cognac,70.0,40.0,Cognac,608
Denis-Mounié 1914 Cognac,75.0,40.0,Cognac,189
Courvoisier 3 Star Luxe Cognac,68.0,40.0,Cognac,2042
Courvoisier 3 Stars Cognac,75.0,40.0,Cognac,2584
Courvoisier 3 Stars Cognac,70.0,40.0,Cognac,1104
Hine Triomphe Cognac Decanter,70.0,40.0,Cognac,2637
Louis Royer VS Cognac,70.0,40.0,Cognac,2015
Hardy d'Albatre Cognac,70.0,40.0,Cognac,1453
Delamain Le Très Vénéré Cognac de Grande Champagne,70.0,40.0,Cognac,1057
Adet 1887 Cognac,75.0,40.0,Cognac,2205
Hennessy Ellipse Cognac,70.0,43.5,Cognac,257
Remy Martin VSOP Cognac,75.0,40.0,Cognac,684
Hine 1834 Cognac,75.0,40.0,Cognac,1646
Berry Bros 1904 Cognac,68.0,40.0,Cognac,2073
Prunier Grande Fine Champagne,68.0,40.0,Cognac,681
Calvet 1928 Cognac,75.0,40.2,Cognac,1300
Davidoff XO Cognac,70.0,40.0,Cognac,2237
Remy Martin Louis XIII Jeroboam,300.0,40.0,Cognac,1616
Merlet Brothers Blend Cognac,70.0,40.0,Cognac,2308
Bisquit Dubouche 1878 Cognac,75.0,40.0,Cognac,2097
Remy Martin VSOP Cognac,70.0,40.0,Cognac,486
L Ducasse & Co 1908 Cognac,75.0,40.0,Cognac,1192
Croizet 1928 Cognac,75.0,40.0,Cognac,883
Richard Hennessy Cognac,70.0,40.0,Cognac,2272
AE Dor Cigar Cognac,20.0,42.0,Cognac,299
Bisquit Dubouche 1922 Cognac,70.0,40.0,Cognac,1473
Martell VS 3 Stars Cognac,68.0,40.0,Cognac,2408
Augier Freres 1878 Cognac,70.0,43.0,Cognac,2258
Chateau de Beaulon XO Collection Cognac,50.0,40.0,Cognac,155
AE Dor Selection VS Cognac,70.0,40.0,Cognac,163
Frapin Extra Cognac,70.0,40.0,Cognac,2440
Domaine Le Reviseur VS Petite Champagne Cognac,70.0,40.0,Cognac,2429
AE Dor No.11 Cognac,70.0,43.0,Cognac,1124
AE Dor No.10 Cognac,70.0,41.5,Cognac,301
AE Dor Cognac for Cigar,70.0,42.0,Cognac,1092
AE Dor XO Fine Champagne Cognac,70.0,40.0,Cognac,972
AE Dor Napoleon Cognac,70.0,40.0,Cognac,1907
Martell VS 3 Stars Cognac,68.0,40.0,Cognac,2480
Chateau de Beaulon XO Premier Cognac,70.0,40.0,Cognac,1497
Hine 1978 Vintage Cognac,70.0,40.0,Cognac,1934
Mortlach Rare Old,50.0,43.4,Scotch Whiskey,2406
Lagavulin 12 Year Old,70.0,56.5,Scotch Whiskey,885
Caol Ila 15 Year Old Unpeated,70.0,59.1,Scotch Whiskey,2499
Caol Ila 18 Year Old,70.0,59.8,Scotch Whiskey,392
Highland Park Fire 15 Year Old,70.0,45.2,Scotch Whiskey,2016
Oc3 - Elements of Islay,50.0,60.3,Scotch Whiskey,1517
Tomintoul Five Decades,70.0,50.0,Scotch Whiskey,2645
Singleton of Dufftown 1985,70.0,52.3,Scotch Whiskey,2326
Macallan 1990,70.0,43.0,Scotch Whiskey,1141
Octomore 2002,70.0,46.0,Scotch Whiskey,2153
Laphroaig 25 Year Old,70.0,48.9,Scotch Whiskey,2517
Strathisla 1972,70.0,43.0,Scotch Whiskey,1520
Bowmore 26 Year Old Wine Cask,70.0,48.7,Scotch Whiskey,2138
Glen Grant 1962,70.0,40.0,Scotch Whiskey,896
Ma1 – Elements of Islay,50.0,54.2,Scotch Whiskey,2321
Glenfarclas 8 Year Old '105',75.0,60.0,Scotch Whiskey,1815
Glenmorangie 12 Year Old,70.0,40.0,Scotch Whiskey,540
Glenrothes 1988,70.0,43.0,Scotch Whiskey,1459
The Speyside 8 Year Old,75.0,43.0,Scotch Whiskey,1448
Brechin 1977,70.0,53.3,Scotch Whiskey,2209
Glenrothes 1972,70.0,43.0,Scotch Whiskey,1091
Glen Ord 12 Year Old,70.0,43.0,Scotch Whiskey,276
Balvenie 10 Year Old,70.0,40.0,Scotch Whiskey,4
Springbank 1979,75.0,56.8,Scotch Whiskey,694
Knockando 1966,75.0,43.0,Scotch Whiskey,1714
Longmorn 1972,70.0,53.4,Scotch Whiskey,2578
Longmorn 1966,70.0,44.3,Scotch Whiskey,220
Glenfiddich Pure Malt,75.0,40.0,Scotch Whiskey,1848
Dalmore 12 Year Old,100.0,43.0,Scotch Whiskey,565
Bowmore 1972,70.0,46.7,Scotch Whiskey,839
Dalwhinnie 15 Year Old,70.0,43.0,Scotch Whiskey,371
Laphroaig 27 Year Old,70.0,41.7,Scotch Whiskey,2468
Macallan 36 Year Old,70.0,42.1,Scotch Whiskey,1401
Glen Grant 1950,70.0,40.0,Scotch Whiskey,181
Strathisla 1957,70.0,43.0,Scotch Whiskey,1628
Glen Elgin 1998,70.0,54.8,Scotch Whiskey,1789
Blair Athol 1993,70.0,58.4,Scotch Whiskey,174
Longmorn 1973,70.0,43.0,Scotch Whiskey,1073
Glenlivet 16 Year Old,70.0,58.6,Scotch Whiskey,1709
Glen Grant 1955,70.0,40.0,Scotch Whiskey,61
Ardbeg Kildalton,70.0,46.0,Scotch Whiskey,1621
Strathisla 1965,70.0,43.0,Scotch Whiskey,2399
Tomintoul 8 Year Old,75.0,40.0,Scotch Whiskey,1655
Bowmore Tempest 10 Year Old,70.0,55.9,Scotch Whiskey,104
Highland Park 1973,70.0,43.0,Scotch Whiskey,377
Strathisla 1969,70.0,43.0,Scotch Whiskey,293
Glenlivet 1965,70.0,43.0,Scotch Whiskey,1251
Glenmorangie 10 Year Old,75.0,40.0,Scotch Whiskey,1778
Royal Lochnagar,75.0,43.0,Scotch Whiskey,1904
Isle of Jura 1965,70.0,45.0,Scotch Whiskey,1605
Glen Elgin 1998,70.0,61.1,Scotch Whiskey,2618
Tormore 10 Year Old,75.0,40.0,Scotch Whiskey,1083
Scapa 16 Year Old,70.0,40.0,Scotch Whiskey,309
Glenmorangie 1981,70.0,46.0,Scotch Whiskey,1110
Dalmore 1992,100.0,40.0,Scotch Whiskey,1647
Isle of Jura 10 Year Old,70.0,40.0,Scotch Whiskey,2558
Isle of Jura 10 Year Old,75.0,40.0,Scotch Whiskey,2602
Aultmore 12 Year Old,75.0,40.0,Scotch Whiskey,1275
Tamdhu 16 Year Old,75.0,43.0,Scotch Whiskey,1529
Scapa 14 Year Old,70.0,40.0,Scotch Whiskey,128
Longmorn 15 Year Old,70.0,45.0,Scotch Whiskey,1425
Glenury Royal 1968,70.0,51.2,Scotch Whiskey,1320
Glendronach 1972,70.0,48.0,Scotch Whiskey,2031
Glen Ord 28 Year Old,70.0,58.3,Scotch Whiskey,468
Glen Moray 12 Year Old,75.0,40.0,Scotch Whiskey,194
Glen Moray 8 Year Old,75.0,43.0,Scotch Whiskey,452
Glenmorangie Claret Finish,70.0,43.0,Scotch Whiskey,748
Glenlivet 25 Year Old,75.0,43.0,Scotch Whiskey,1041
Glenfiddich Classic,70.0,43.0,Scotch Whiskey,2317
Bunnahabhain 1965,70.0,53.9,Scotch Whiskey,2457
Brora 30 Year Old,70.0,52.4,Scotch Whiskey,2354
Balvenie 10 Year Old,70.0,40.0,Scotch Whiskey,1871
Aberlour 12 Year Old,100.0,40.0,Scotch Whiskey,221
Ardbeg 1977,70.0,46.0,Scotch Whiskey,753
Ardbeg 17 Year Old,70.0,40.0,Scotch Whiskey,348
Glenrothes 1973,70.0,43.0,Scotch Whiskey,129
Glen Ord 12 Year Old,70.0,40.0,Scotch Whiskey,201
Glenrothes 1972,75.0,43.0,Scotch Whiskey,649
Glenmorangie 10 Year Old,100.0,43.0,Scotch Whiskey,1820
Glenmorangie 10 Year Old,100.0,43.0,Scotch Whiskey,1612
Glen Ord 12 Year Old,100.0,40.0,Scotch Whiskey,1327
Glenury- Royal,70.0,43.0,Scotch Whiskey,1215
Glenlivet 21 Year Old,75.0,43.0,Scotch Whiskey,2164
Glen Garioch 1968,70.0,56.3,Scotch Whiskey,1805
SMWS 13.21 (Dalmore),75.0,57.5,Scotch Whiskey,2089
Linkwood 1946,70.0,40.0,Scotch Whiskey,1006
Dalmore 12 Year Old,50.0,35.0,Scotch Whiskey,1256
Glengoyne 10 Year Old,70.0,40.0,Scotch Whiskey,1268
Glenfiddich 10 Year Old,75.0,43.0,Scotch Whiskey,1966
Bowmore 22 Year Old,70.0,43.0,Scotch Whiskey,2609
Glenmorangie 12 Year Old,70.0,40.0,Scotch Whiskey,1551
Scapa 12 Year Old,75.0,40.0,Scotch Whiskey,2513
SMWS 72.3,75.0,49.6,Scotch Whiskey,300
Scapa 12 Year Old,70.0,40.0,Scotch Whiskey,2572
Knockando 1973,75.0,43.0,Scotch Whiskey,507
SMWS 15.12 (Glenfiddich),75.0,59.8,Scotch Whiskey,2266
Cardhu 12 Year Old,75.0,40.0,Scotch Whiskey,528
Tomintoul 14 Year Old,75.0,40.0,Scotch Whiskey,1711
SMWS 61.6 (Brora),75.0,60.3,Scotch Whiskey,2184
SMWS 9.22 (Glen Grant),75.0,59.6,Scotch Whiskey,988
Strathisla 12 Year Old,70.0,43.0,Scotch Whiskey,1049
Dufftown 14 Year Old,70.0,56.2,Scotch Whiskey,2576
Miltonduff-Glenlivet 1978,70.0,59.4,Scotch Whiskey,778
Glenburgie 1966,75.0,61.2,Scotch Whiskey,1679
Caol Ila 1980,70.0,54.6,Scotch Whiskey,366
Talisker 1964,75.0,57.0,Scotch Whiskey,2222
Cardhu 12 Year Old,75.0,43.0,Scotch Whiskey,877
Bowmore 12 Year Old,75.0,43.0,Scotch Whiskey,437
Port Ellen 1979,70.0,58.8,Scotch Whiskey,2339
Bunnahabhain 20 Year Old,100.0,43.0,Scotch Whiskey,2151
Mortlach 12 Year Old,75.0,43.4,Scotch Whiskey,2573
Cardhu 12 Year Old,100.0,43.0,Scotch Whiskey,1068
Glenfiddich 10 Year Old,75.7,43.0,Scotch Whiskey,2351
Glenfiddich 8 Year Old,75.0,43.0,Scotch Whiskey,285
Glenfarclas 15 Year Old,75.7,46.0,Scotch Whiskey,1669
Glenfarclas 12 Year Old,75.0,43.0,Scotch Whiskey,2625
Springbank 15 Year Old,75.0,46.0,Scotch Whiskey,1175
Highland Park 1955,75.0,54.6,Scotch Whiskey,1427
Caol Ila 1975,75.0,40.0,Scotch Whiskey,1082
Port Ellen 1982,70.0,50.0,Scotch Whiskey,2426
Glen Moray '93,75.0,40.0,Scotch Whiskey,1315
Lagavulin 16 Year Old,100.0,43.0,Scotch Whiskey,2211
Old Fettercairn 1967,75.0,45.0,Scotch Whiskey,1392
Clynelish 1965,70.0,50.7,Scotch Whiskey,2199
Bowmore 1963,70.0,50.0,Scotch Whiskey,307
Port Ellen 1977,70.0,59.7,Scotch Whiskey,2224
Linkwood,75.0,40.0,Scotch Whiskey,737
Springbank 8 Year Old,75.0,43.0,Scotch Whiskey,89
Bunnahabhain 12 Year Old,70.0,43.0,Scotch Whiskey,15
Glenfiddich 8 Year Old,100.0,43.0,Scotch Whiskey,955
Highland Park 18 Year Old,75.0,43.0,Scotch Whiskey,1930
Tomatin 1967,70.0,43.0,Scotch Whiskey,2402
Bruichladdich 1969,75.0,46.0,Scotch Whiskey,217
Glenfarclas 15 Year Old,75.0,46.0,Scotch Whiskey,430
Port Ellen 12 Year Old,70.0,46.0,Scotch Whiskey,2397
SMWS 9.5 (Glen Grant),70.0,61.0,Scotch Whiskey,2437
Isle Of Jura 10 Year Old,100.0,43.0,Scotch Whiskey,2462
Glen Grant 1953,70.0,45.0,Scotch Whiskey,1802
Strathisla 15 Year Old,75.0,57.0,Scotch Whiskey,520
Glenrothes 1989,70.0,43.0,Scotch Whiskey,1236
Bruichladdich 10 Year Old,70.0,40.0,Scotch Whiskey,2657
Dalmore 12 Year Old,75.0,43.0,Scotch Whiskey,2415
SMWS 4.1 (Highland Park),75.0,60.2,Scotch Whiskey,2212
Glen Grant 1967,75.0,43.0,Scotch Whiskey,77
Glen Grant 1967,75.0,43.0,Scotch Whiskey,1803
Glenlivet 22 Year Old (Distilled 1974),75.0,43.0,Scotch Whiskey,2106
Springbank 1966,70.0,52.1,Scotch Whiskey,2098
Glenlivet 1974,70.0,43.0,Scotch Whiskey,2471
"Macallan-Glenlivet ""As We Get It""",75.0,59.0,Scotch Whiskey,1493
Talisker Pure Malt Over 8 Year Old,75.0,45.7,Scotch Whiskey,253
Braes Of Glenlivet 1979,75.0,59.2,Scotch Whiskey,1385
Tullibardine 1964,75.0,48.7,Scotch Whiskey,819
Glen Grant 1972,75.0,51.1,Scotch Whiskey,502
Glenugie 1973,70.0,54.2,Scotch Whiskey,175
Glenfarclas 1980,70.0,45.7,Scotch Whiskey,670
Glenrothes 1974,75.0,43.0,Scotch Whiskey,1790
Ardbeg 1978,70.0,40.0,Scotch Whiskey,594
MacPhail's 1938,75.0,40.0,Scotch Whiskey,1195
Glenfarclas 1956,70.0,50.0,Scotch Whiskey,2432
Royal Brackla 1924,70.0,40.0,Scotch Whiskey,1839
Glen Grant 1970,75.0,50.1,Scotch Whiskey,2360
Glen Grant 1970,70.0,55.4,Scotch Whiskey,196
Ardbeg 1979,70.0,63.2,Scotch Whiskey,1441
Highland Park 1979,70.0,51.7,Scotch Whiskey,1319
Highland Park 1972,75.0,60.0,Scotch Whiskey,1535
Highland Park 1972,75.0,55.1,Scotch Whiskey,447
Dalmore 1979,70.0,54.6,Scotch Whiskey,2025
Glen Grant 1974,70.0,49.8,Scotch Whiskey,1695
Highland Park 1956,75.0,43.0,Scotch Whiskey,866
Strathisla 1969,70.0,54.6,Scotch Whiskey,1892
Glen Grant 1969,70.0,53.9,Scotch Whiskey,1339
Glenlossie 1973,75.0,40.0,Scotch Whiskey,2454
Glen Grant 1967,70.0,52.5,Scotch Whiskey,341
Strathisla 1967,70.0,54.3,Scotch Whiskey,2060
Knockando 1959,75.0,40.0,Scotch Whiskey,1974
SMWS 4.1 (Highland Park),75.0,60.2,Scotch Whiskey,1199
SMWS 30.25 (Glenrothes),70.0,50.6,Scotch Whiskey,137
Highland Park 1966,75.0,43.0,Scotch Whiskey,709
Knockando 1998,70.0,49.0,Scotch Whiskey,1899
Laphroaig 10 Year Old,75.0,40.0,Scotch Whiskey,1545
Dalmore 1985,70.0,51.5,Scotch Whiskey,76
Glen Grant 15 Year Old,75.7,57.0,Scotch Whiskey,298
Highland Park 1960,75.0,43.0,Scotch Whiskey,652
Port Ellen 1983,70.0,58.1,Scotch Whiskey,1947
Old Fettercairn 1967,70.0,40.0,Scotch Whiskey,1769
Glenrothes 8 Year Old,75.7,40.0,Scotch Whiskey,2247
Ledaig-Tobermory 1972,75.0,40.0,Scotch Whiskey,2420
Cragganmore 1966,75.0,52.2,Scotch Whiskey,2443
Talisker 12 Year Old,75.0,43.4,Scotch Whiskey,2056
Glenlochy 1967,75.0,46.0,Scotch Whiskey,880
Bowmore 1993,70.0,44.0,Scotch Whiskey,54
Glenlochy 1974,70.0,53.3,Scotch Whiskey,2046
Glenlochy 1965,70.0,46.8,Scotch Whiskey,2312
Glenury Royal 1953,70.0,42.8,Scotch Whiskey,2307
SMWS 4.7 (Highland Park),75.0,60.5,Scotch Whiskey,24
Dalmore 1965 Set With Glass & Miniature,75.0,53.8,Scotch Whiskey,1697
Tullibardine 1964,70.0,51.2,Scotch Whiskey,1601
Longmorn 1969,70.0,56.7,Scotch Whiskey,1975
Ardbeg 15 Year Old & Laphroaig 10 Year Old,100.0,43.0,Scotch Whiskey,1900
Bruichladdich 27 Year Old,70.0,50.2,Scotch Whiskey,2393
Ardbeg 26 Year Old,70.0,47.2,Scotch Whiskey,2365
Glenfarclas 1959,70.0,46.0,Scotch Whiskey,1920
Brora 1971,70.0,50.0,Scotch Whiskey,27
Bowmore Bicentenary,75.0,43.0,Scotch Whiskey,1919
Balvenie 1966,70.0,42.1,Scotch Whiskey,317
Balvenie 1967,70.0,49.7,Scotch Whiskey,1477
Dalmore 1985,70.0,51.5,Scotch Whiskey,2490
Port Ellen 1980,70.0,62.0,Scotch Whiskey,1866
Knockando 1965,75.0,43.0,Scotch Whiskey,535
Pride of Strathspey 1938,75.0,40.0,Scotch Whiskey,2552
Glenlivet 1954,75.0,46.0,Scotch Whiskey,1303
St Magdalene 1964,75.0,40.0,Scotch Whiskey,558
Glenfarclas 1968,70.0,54.4,Scotch Whiskey,333
Knockando 1979,100.0,43.0,Scotch Whiskey,16
Longmorn 1961,70.0,40.8,Scotch Whiskey,715
Longmorn 1961,70.0,45.0,Scotch Whiskey,1227
Pride of Strathspey 1938,75.0,40.0,Scotch Whiskey,74
Forties 1975,70.0,40.0,Scotch Whiskey,1090
Laphroaig 1981,70.0,56.6,Scotch Whiskey,1098
Glendronach 1955,75.0,40.0,Scotch Whiskey,368
Glenfiddich Special Reserve,75.0,43.0,Scotch Whiskey,1636
Mosstowie 17 Year Old,75.0,40.0,Scotch Whiskey,2470
Glenury Royal 1971,70.0,61.3,Scotch Whiskey,831
Knockando 1970,75.0,43.0,Scotch Whiskey,260
Balvenie 1967,70.0,49.7,Scotch Whiskey,2163
Glenury Royal 1971,75.0,61.3,Scotch Whiskey,849
Glen Grant 7 Year Old,75.0,40.0,Scotch Whiskey,1831
Glen Garioch 15 Year Old,70.0,43.0,Scotch Whiskey,142
Glenmorangie 30 Year Old,70.0,44.3,Scotch Whiskey,274
Springbank 1967,70.0,52.0,Scotch Whiskey,645
Lochside 1967,70.0,40.8,Scotch Whiskey,1733
Ardbeg 12 Year Old,75.0,46.0,Scotch Whiskey,262
Talisker 1967,75.0,57.0,Scotch Whiskey,308
SMWS 4.65 (Highland Park),50.0,57.6,Scotch Whiskey,230
Springbank 1975,70.0,43.0,Scotch Whiskey,1206
Strathisla 15 Year Old,75.0,57.1,Scotch Whiskey,252
Inchmurrin 1966,75.0,52.0,Scotch Whiskey,2173
Glenfarclas 15 Year Old,75.0,46.0,Scotch Whiskey,2186
Glenfarclas 8 Year Old,75.0,60.0,Scotch Whiskey,1003
Bunnahabhain 1966,70.0,40.1,Scotch Whiskey,1418
Dalmore 1979,70.0,47.0,Scotch Whiskey,1187
St Magdalene 1964,75.0,40.0,Scotch Whiskey,2034
Dalmore 1965,70.0,53.1,Scotch Whiskey,2555
Glenfarclas 6 Year Old,75.0,40.0,Scotch Whiskey,2596
Springbank 1967,70.0,43.4,Scotch Whiskey,836
North Port Brechin 1981,70.0,57.2,Scotch Whiskey,1941
Laphroaig 1998,70.0,55.2,Scotch Whiskey,422
Highland Park 1996,70.0,51.4,Scotch Whiskey,1230
Bunnahabhain 1963,70.0,43.0,Scotch Whiskey,1513
Highland Park 12 Year Old,100.0,43.0,Scotch Whiskey,1246
Tullibardine 1964,70.0,44.2,Scotch Whiskey,973
Glen Grant 20 Year Old,75.0,45.0,Scotch Whiskey,43
Port Ellen 1982,70.0,40.0,Scotch Whiskey,1295
Tamnavulin-Glenlivet 22 Year Old,75.0,45.0,Scotch Whiskey,53
Highland Park 1978,70.0,55.0,Scotch Whiskey,2449
Glenfiddich 50 Year Old,70.0,43.0,Scotch Whiskey,568
Longmorn 1961,140.0,42.9,Scotch Whiskey,1611
Macallan Masters of Photography Magnum Edition 7th,70.0,43.7,Scotch Whiskey,2255
Laphroaig 10 Year Old,100.0,43.0,Scotch Whiskey,1510
Auchentoshan 1966,75.0,43.0,Scotch Whiskey,289
Laphroaig 10 Year Old,75.0,55.7,Scotch Whiskey,95
SMWS 18.5 (Inchgower),70.0,61.6,Scotch Whiskey,2542
Glen Grant 1951,70.0,40.0,Scotch Whiskey,492
Glen Grant 1948,70.0,40.0,Scotch Whiskey,1750
Gordon & MacPhail Strathisla Collection,420.0,43.0,Scotch Whiskey,1132
Aberlour-Glenlivet Centenary,75.0,40.0,Scotch Whiskey,485
Highland Park 1958,75.0,43.0,Scotch Whiskey,2118
